24	10	Tìm hiểu tài liệu	1. Phần mềm và Công cụ (Tech Stack)\r\nBạn nên cài đặt các công cụ này trên Docker (nếu máy mạnh) hoặc cài trực tiếp trên Linux (Ubuntu) để mô phỏng môi trường máy chủ.\r\n\r\nNgôn ngữ lập trình: Python 3.x. Đây là ngôn ngữ chính để viết script xử lý và kết nối các thành phần.\r\n\r\nHệ thống xử lý phân tán: Apache Spark (PySpark). Đây là "trái tim" của đồ án. Spark giúp bạn xử lý file 1GB nhanh chóng và có module Spark Structured Streaming để xử lý dữ liệu luồng.\r\n\r\nHệ thống nạp dữ liệu (Message Broker): Apache Kafka. Dùng để đóng vai trò "trạm trung chuyển", nhận dữ liệu giả lập từ cảm biến và đẩy vào Spark.\r\n\r\nCơ sở dữ liệu (Database):\r\n\r\nInfluxDB: Chuyên dụng cho dữ liệu chuỗi thời gian (Time-series). Rất nhẹ và tối ưu cho dữ liệu IoT.\r\n\r\nHoặc MongoDB: Nếu bạn muốn lưu trữ dữ liệu dưới dạng JSON linh hoạt.\r\n\r\nTrình trực quan hóa (Visualization): Grafana. Công cụ này kết nối cực tốt với InfluxDB để tạo ra những dashboard nhìn rất "hiện đại" và chuyên nghiệp.\r\n\r\n2. Chuẩn bị về mặt Dữ liệu (Data Preparation)\r\nVì dataset gốc có thể chưa đủ 1GB, bạn cần thực hiện bước "Data Augmentation" (Tăng cường dữ liệu):\r\n\r\nScript nhân bản dữ liệu: Viết một đoạn code Python đọc file CSV gốc, sau đó dùng vòng lặp để nhân bản các dòng dữ liệu.\r\n\r\nThêm tính ngẫu nhiên: Để không bị coi là copy-paste, mỗi dòng nhân bản bạn nên cộng hoặc trừ một lượng nhỏ (nhiễu) vào các chỉ số PM2.5, CO... và thay đổi ID cảm biến. Điều này giúp dataset trông như đến từ một mạng lưới hàng ngàn cảm biến thực sự.\r\n\r\nĐịnh dạng lưu trữ: Hãy lưu dataset ra định dạng .parquet thay vì .csv. Trong thế giới Big Data, Parquet là định dạng lưu trữ dạng cột giúp Spark xử lý nhanh hơn gấp nhiều lần.\r\n\r\n3. Chuẩn bị về mặt Giải thuật (Analytics & Insight)\r\nBạn cần chuẩn bị các thư viện Python sau để chạy trong môi trường Spark:\r\n\r\nPandas & NumPy: Dùng để xử lý dữ liệu nhỏ hoặc tiền xử lý ban đầu.\r\n\r\nScikit-Learn hoặc Spark MLlib: Dùng để chạy thuật toán Isolation Forest (Phát hiện bất thường) hoặc Linear Regression (Tìm tương quan giữa nhiệt độ và ô nhiễm).\r\n\r\nDữ liệu phụ trợ: Lên mạng tìm một file CSV về "Thời tiết lịch sử" (Historical Weather Data) tại khu vực tương ứng để làm bước Join dữ liệu (đây là kỹ thuật quan trọng để lấy điểm sáng tạo).\r\n\r\n\r\n4. Các bước triển khai chi tiết (Lộ trình)\r\nGiai đoạn 1 (Tuần 1): Cài đặt môi trường (Spark, Kafka). Viết script Python để tạo ra file dataset 1GB từ nguồn AIRIoT.\r\n\r\nGiai đoạn 2 (Tuần 2): Thiết lập luồng: Python Script (Producer) -> Kafka -> Spark Streaming (Consumer). Tại Spark, viết code làm sạch dữ liệu (loại bỏ các dòng trống, định dạng lại thời gian).\r\n\r\nGiai đoạn 3 (Tuần 3): Thực hiện phân tích: Tính trung bình theo khung giờ (Windowing), chạy mô hình phát hiện lỗi cảm biến. Kết hợp dữ liệu thời tiết để tìm insight.\r\n\r\nGiai đoạn 4 (Tuần 4): Đẩy kết quả từ Spark vào InfluxDB và thiết kế Dashboard trên Grafana để trình chiếu khi bảo vệ.\r\n\r\nNếu máy tính cá nhân của bạn không quá mạnh để chạy cùng lúc Kafka, Spark và InfluxDB, bạn có thể sử dụng Google Colab để viết code PySpark xử lý file tĩnh (đã nhân bản lên 1GB) và tập trung sâu vào phần Machine Learning trên Spark để tìm ra các điểm bất thường trong dữ liệu. Cách này vẫn đảm bảo tính "Big Data" mà lại nhẹ nhàng hơn cho phần cứng.	in_progress	medium	2026-03-20 23:59:00	17	1	2026-03-14 21:59:15	2026-03-17 10:49:40
23	10	Đọc và tìm hiểu dataset.	1. Phần mềm và Công cụ (Tech Stack)\r\nBạn nên cài đặt các công cụ này trên Docker (nếu máy mạnh) hoặc cài trực tiếp trên Linux (Ubuntu) để mô phỏng môi trường máy chủ.\r\n\r\nNgôn ngữ lập trình: Python 3.x. Đây là ngôn ngữ chính để viết script xử lý và kết nối các thành phần.\r\n\r\nHệ thống xử lý phân tán: Apache Spark (PySpark). Đây là "trái tim" của đồ án. Spark giúp bạn xử lý file 1GB nhanh chóng và có module Spark Structured Streaming để xử lý dữ liệu luồng.\r\n\r\nHệ thống nạp dữ liệu (Message Broker): Apache Kafka. Dùng để đóng vai trò "trạm trung chuyển", nhận dữ liệu giả lập từ cảm biến và đẩy vào Spark.\r\n\r\nCơ sở dữ liệu (Database):\r\n\r\nInfluxDB: Chuyên dụng cho dữ liệu chuỗi thời gian (Time-series). Rất nhẹ và tối ưu cho dữ liệu IoT.\r\n\r\nHoặc MongoDB: Nếu bạn muốn lưu trữ dữ liệu dưới dạng JSON linh hoạt.\r\n\r\nTrình trực quan hóa (Visualization): Grafana. Công cụ này kết nối cực tốt với InfluxDB để tạo ra những dashboard nhìn rất "hiện đại" và chuyên nghiệp.\r\n\r\n2. Chuẩn bị về mặt Dữ liệu (Data Preparation)\r\nVì dataset gốc có thể chưa đủ 1GB, bạn cần thực hiện bước "Data Augmentation" (Tăng cường dữ liệu):\r\n\r\nScript nhân bản dữ liệu: Viết một đoạn code Python đọc file CSV gốc, sau đó dùng vòng lặp để nhân bản các dòng dữ liệu.\r\n\r\nThêm tính ngẫu nhiên: Để không bị coi là copy-paste, mỗi dòng nhân bản bạn nên cộng hoặc trừ một lượng nhỏ (nhiễu) vào các chỉ số PM2.5, CO... và thay đổi ID cảm biến. Điều này giúp dataset trông như đến từ một mạng lưới hàng ngàn cảm biến thực sự.\r\n\r\nĐịnh dạng lưu trữ: Hãy lưu dataset ra định dạng .parquet thay vì .csv. Trong thế giới Big Data, Parquet là định dạng lưu trữ dạng cột giúp Spark xử lý nhanh hơn gấp nhiều lần.\r\n\r\n3. Chuẩn bị về mặt Giải thuật (Analytics & Insight)\r\nBạn cần chuẩn bị các thư viện Python sau để chạy trong môi trường Spark:\r\n\r\nPandas & NumPy: Dùng để xử lý dữ liệu nhỏ hoặc tiền xử lý ban đầu.\r\n\r\nScikit-Learn hoặc Spark MLlib: Dùng để chạy thuật toán Isolation Forest (Phát hiện bất thường) hoặc Linear Regression (Tìm tương quan giữa nhiệt độ và ô nhiễm).\r\n\r\nDữ liệu phụ trợ: Lên mạng tìm một file CSV về "Thời tiết lịch sử" (Historical Weather Data) tại khu vực tương ứng để làm bước Join dữ liệu (đây là kỹ thuật quan trọng để lấy điểm sáng tạo).\r\n\r\n\r\n4. Các bước triển khai chi tiết (Lộ trình)\r\nGiai đoạn 1 (Tuần 1): Cài đặt môi trường (Spark, Kafka). Viết script Python để tạo ra file dataset 1GB từ nguồn AIRIoT.\r\n\r\nGiai đoạn 2 (Tuần 2): Thiết lập luồng: Python Script (Producer) -> Kafka -> Spark Streaming (Consumer). Tại Spark, viết code làm sạch dữ liệu (loại bỏ các dòng trống, định dạng lại thời gian).\r\n\r\nGiai đoạn 3 (Tuần 3): Thực hiện phân tích: Tính trung bình theo khung giờ (Windowing), chạy mô hình phát hiện lỗi cảm biến. Kết hợp dữ liệu thời tiết để tìm insight.\r\n\r\nGiai đoạn 4 (Tuần 4): Đẩy kết quả từ Spark vào InfluxDB và thiết kế Dashboard trên Grafana để trình chiếu khi bảo vệ.\r\n\r\nNếu máy tính cá nhân của bạn không quá mạnh để chạy cùng lúc Kafka, Spark và InfluxDB, bạn có thể sử dụng Google Colab để viết code PySpark xử lý file tĩnh (đã nhân bản lên 1GB) và tập trung sâu vào phần Machine Learning trên Spark để tìm ra các điểm bất thường trong dữ liệu. Cách này vẫn đảm bảo tính "Big Data" mà lại nhẹ nhàng hơn cho phần cứng.	in_progress	medium	2026-03-20 23:59:00	16	1	2026-03-14 21:56:55	2026-03-17 10:54:12
20	4	File dự án	Mở đầu: Lý do chọn đề tài\r\n+Khách quan\r\n+Chủ quan\r\nMục tiêu:\r\n+Mục đích\r\n+Yêu cầu,…\r\nPhạm vi.\r\n\r\nChương 1: Xác định yêu cầu hệ thống\r\n1.1\tTổng quan về hệ thống\r\n1.1.1\tGiới thiệu về hệ thống\r\n+Lịch sử hình thành\r\n+Cơ cấu tổ chức\r\n+ Quy mô và lĩnh vực hoạt động\r\n1.1.2\tCahs thức khảo sát (Thu thập thông tin, …)\r\n1.2\tĐánh giá hiện trạng của hệ thống\r\n1.2.1\tQuy trình nghiệp vụ\r\n1.2.2\tQuy tắc quản lý\r\n1.2.3\tĐanhs giá hệ thống \r\n-Ưu điểm, nhược điểm\r\n1.3 Xác định yêu cầu\r\n1.3.1 Yêu cầu về chức năng\r\n1.3.2 Yêu cầu phi chức năng\r\n1.4 Lập kế hoạch thực hiện	todo	low	\N	\N	1	2026-03-04 20:43:39	2026-03-04 21:04:40
18	4	1.3 Xác định yêu cầu	1.3.1 Yêu cầu về chức năng	done	medium	2026-03-08 23:59:00	16	1	2026-03-04 20:36:47	2026-03-05 21:15:30
15	4	1.1. Tổng quan về hệ thống.	1.1.1. Giới thiệu về hệ thống:\r\n+Lịch sử hình thành.\r\n+Cơ cấu tổ chức.\r\n+ Quy mô và lĩnh vực hoạt động.	done	medium	2026-03-08 23:59:00	17	1	2026-03-04 20:32:15	2026-03-06 10:24:31
16	4	1.1.2. Cách thức khảo sát (Thu thập thông tin, …)	1.1.2. Cách thức khảo sát (Thu thập thông tin, …)\r\n1.2.\tĐánh giá hiện trạng của hệ thống\r\n1.2.1. Quy trình nghiệp vụ	done	medium	2026-03-08 23:59:00	22	1	2026-03-04 20:33:35	2026-03-06 22:05:10
17	4	1.1.2. Cách thức khảo sát (Thu thập thông tin,...)	1.2.2\tQuy tắc quản lý.\r\n1.2.3\tĐánh giá hệ thống.\r\n- Ưu điểm, nhược điểm.	done	medium	2026-03-08 23:59:00	18	1	2026-03-04 20:35:29	2026-03-06 22:07:44
19	4	1.3 Xác định yêu cầu + 1.4 Lập kế hoạch thực hiện	1.3 Xác định yêu cầu\r\n1.3.2 Yêu cầu phi chức năng\r\n1.4 Lập kế hoạch thực hiện	done	medium	2026-03-08 23:59:00	1	1	2026-03-04 20:37:53	2026-03-08 12:54:31
25	10	Đọc và tìm hiểu dataset.	1. Phần mềm và Công cụ (Tech Stack)\r\nBạn nên cài đặt các công cụ này trên Docker (nếu máy mạnh) hoặc cài trực tiếp trên Linux (Ubuntu) để mô phỏng môi trường máy chủ.\r\n\r\nNgôn ngữ lập trình: Python 3.x. Đây là ngôn ngữ chính để viết script xử lý và kết nối các thành phần.\r\n\r\nHệ thống xử lý phân tán: Apache Spark (PySpark). Đây là "trái tim" của đồ án. Spark giúp bạn xử lý file 1GB nhanh chóng và có module Spark Structured Streaming để xử lý dữ liệu luồng.\r\n\r\nHệ thống nạp dữ liệu (Message Broker): Apache Kafka. Dùng để đóng vai trò "trạm trung chuyển", nhận dữ liệu giả lập từ cảm biến và đẩy vào Spark.\r\n\r\nCơ sở dữ liệu (Database):\r\n\r\nInfluxDB: Chuyên dụng cho dữ liệu chuỗi thời gian (Time-series). Rất nhẹ và tối ưu cho dữ liệu IoT.\r\n\r\nHoặc MongoDB: Nếu bạn muốn lưu trữ dữ liệu dưới dạng JSON linh hoạt.\r\n\r\nTrình trực quan hóa (Visualization): Grafana. Công cụ này kết nối cực tốt với InfluxDB để tạo ra những dashboard nhìn rất "hiện đại" và chuyên nghiệp.\r\n\r\n2. Chuẩn bị về mặt Dữ liệu (Data Preparation)\r\nVì dataset gốc có thể chưa đủ 1GB, bạn cần thực hiện bước "Data Augmentation" (Tăng cường dữ liệu):\r\n\r\nScript nhân bản dữ liệu: Viết một đoạn code Python đọc file CSV gốc, sau đó dùng vòng lặp để nhân bản các dòng dữ liệu.\r\n\r\nThêm tính ngẫu nhiên: Để không bị coi là copy-paste, mỗi dòng nhân bản bạn nên cộng hoặc trừ một lượng nhỏ (nhiễu) vào các chỉ số PM2.5, CO... và thay đổi ID cảm biến. Điều này giúp dataset trông như đến từ một mạng lưới hàng ngàn cảm biến thực sự.\r\n\r\nĐịnh dạng lưu trữ: Hãy lưu dataset ra định dạng .parquet thay vì .csv. Trong thế giới Big Data, Parquet là định dạng lưu trữ dạng cột giúp Spark xử lý nhanh hơn gấp nhiều lần.\r\n\r\n3. Chuẩn bị về mặt Giải thuật (Analytics & Insight)\r\nBạn cần chuẩn bị các thư viện Python sau để chạy trong môi trường Spark:\r\n\r\nPandas & NumPy: Dùng để xử lý dữ liệu nhỏ hoặc tiền xử lý ban đầu.\r\n\r\nScikit-Learn hoặc Spark MLlib: Dùng để chạy thuật toán Isolation Forest (Phát hiện bất thường) hoặc Linear Regression (Tìm tương quan giữa nhiệt độ và ô nhiễm).\r\n\r\nDữ liệu phụ trợ: Lên mạng tìm một file CSV về "Thời tiết lịch sử" (Historical Weather Data) tại khu vực tương ứng để làm bước Join dữ liệu (đây là kỹ thuật quan trọng để lấy điểm sáng tạo).\r\n\r\n\r\n4. Các bước triển khai chi tiết (Lộ trình)\r\nGiai đoạn 1 (Tuần 1): Cài đặt môi trường (Spark, Kafka). Viết script Python để tạo ra file dataset 1GB từ nguồn AIRIoT.\r\n\r\nGiai đoạn 2 (Tuần 2): Thiết lập luồng: Python Script (Producer) -> Kafka -> Spark Streaming (Consumer). Tại Spark, viết code làm sạch dữ liệu (loại bỏ các dòng trống, định dạng lại thời gian).\r\n\r\nGiai đoạn 3 (Tuần 3): Thực hiện phân tích: Tính trung bình theo khung giờ (Windowing), chạy mô hình phát hiện lỗi cảm biến. Kết hợp dữ liệu thời tiết để tìm insight.\r\n\r\nGiai đoạn 4 (Tuần 4): Đẩy kết quả từ Spark vào InfluxDB và thiết kế Dashboard trên Grafana để trình chiếu khi bảo vệ.\r\n\r\nNếu máy tính cá nhân của bạn không quá mạnh để chạy cùng lúc Kafka, Spark và InfluxDB, bạn có thể sử dụng Google Colab để viết code PySpark xử lý file tĩnh (đã nhân bản lên 1GB) và tập trung sâu vào phần Machine Learning trên Spark để tìm ra các điểm bất thường trong dữ liệu. Cách này vẫn đảm bảo tính "Big Data" mà lại nhẹ nhàng hơn cho phần cứng.	todo	medium	2026-03-20 23:59:00	22	1	2026-03-14 22:00:30	2026-03-14 22:00:30
\.


